,GenomicPosition,P1AncestryProportion,P2AncestryProportion,P3AncestryProportion,P4AncestryProportion,P5AncestryProportion,P6AncestryProportion,P7AncestryProportion,P8AncestryProportion
4285,44252519.0,0.3335,0.087,0.0755,0.074,0.087,0.1155,0.0905,0.137
4286,44287758.0,0.334,0.087,0.0755,0.0735,0.087,0.1155,0.0905,0.137
4287,44289301.0,0.334,0.087,0.0755,0.0735,0.087,0.1155,0.0905,0.137
4288,44290380.0,0.3345,0.087,0.0755,0.0735,0.087,0.1155,0.09,0.137
4289,44299033.0,0.334,0.087,0.0755,0.0735,0.087,0.116,0.09,0.137
4290,44333669.0,0.334,0.087,0.0755,0.0735,0.087,0.116,0.09,0.137
4291,44334533.0,0.334,0.087,0.0755,0.0735,0.087,0.116,0.09,0.137
4292,44336222.0,0.334,0.087,0.0755,0.0735,0.087,0.116,0.09,0.137
4293,44347295.0,0.334,0.087,0.0765,0.0735,0.087,0.115,0.09,0.137
4294,44368628.0,0.3345,0.0865,0.0765,0.0735,0.087,0.115,0.09,0.137
4295,44369536.0,0.3345,0.0865,0.0805,0.0735,0.087,0.115,0.086,0.137
4296,44370869.0,0.3375,0.0865,0.0805,0.0735,0.087,0.115,0.086,0.134
4297,44377939.0,0.337,0.0865,0.081,0.0735,0.087,0.115,0.086,0.134
4298,44391460.0,0.337,0.0865,0.081,0.0735,0.087,0.115,0.086,0.134
4299,44394665.0,0.337,0.0865,0.081,0.0735,0.087,0.1155,0.086,0.1335
4300,44397761.0,0.3365,0.087,0.081,0.0735,0.087,0.1155,0.086,0.1335
4301,44404698.0,0.3365,0.087,0.081,0.0735,0.0875,0.1155,0.0855,0.1335
4302,44405137.0,0.338,0.0855,0.081,0.0735,0.0875,0.1155,0.0855,0.1335
4303,44410333.0,0.338,0.0855,0.0815,0.073,0.0875,0.1155,0.0855,0.1335
4304,44413608.0,0.3405,0.0855,0.0815,0.073,0.085,0.1155,0.0855,0.1335
4305,44430504.0,0.3405,0.0855,0.0815,0.073,0.085,0.1155,0.0855,0.1335
4306,44435241.0,0.3405,0.0855,0.0815,0.073,0.085,0.1155,0.0855,0.1335
4307,44483404.0,0.341,0.0855,0.0815,0.073,0.085,0.115,0.0855,0.1335
4308,44490369.0,0.3405,0.0855,0.0815,0.073,0.085,0.115,0.086,0.1335
4309,44534330.0,0.3405,0.0855,0.0815,0.073,0.085,0.115,0.086,0.1335
4310,44538296.0,0.3325,0.0855,0.0815,0.073,0.085,0.123,0.086,0.1335
4311,44548156.0,0.3345,0.0855,0.0815,0.073,0.085,0.123,0.086,0.1315
4312,44554679.0,0.3305,0.0895,0.0815,0.073,0.085,0.123,0.086,0.1315
4313,44559706.0,0.3305,0.095,0.0815,0.073,0.0795,0.123,0.086,0.1315
4314,44562467.0,0.3305,0.095,0.082,0.0725,0.0795,0.123,0.086,0.1315
4315,44566929.0,0.3295,0.095,0.082,0.0725,0.0795,0.124,0.086,0.1315
4316,44568936.0,0.3295,0.095,0.0805,0.0725,0.0795,0.1255,0.086,0.1315
4317,44577355.0,0.33,0.095,0.0805,0.0725,0.0795,0.1255,0.086,0.131
4318,44578857.0,0.33,0.095,0.0805,0.0725,0.0795,0.124,0.0875,0.131
4319,44583947.0,0.33,0.095,0.0805,0.0735,0.0795,0.124,0.0875,0.13
4320,44585935.0,0.3305,0.095,0.0805,0.0735,0.0795,0.124,0.0875,0.1295
4321,44599452.0,0.3335,0.095,0.0775,0.0735,0.0795,0.124,0.0875,0.1295
4322,44622464.0,0.3305,0.095,0.0775,0.0735,0.0825,0.124,0.0875,0.1295
4323,44625634.0,0.331,0.095,0.0775,0.0735,0.0825,0.124,0.087,0.1295
4324,44629834.0,0.331,0.095,0.0775,0.074,0.0825,0.1235,0.087,0.1295
4325,44635707.0,0.3355,0.0905,0.0775,0.074,0.0825,0.1235,0.087,0.1295
4326,44635985.0,0.3395,0.0905,0.0775,0.074,0.0825,0.1235,0.087,0.1255
4327,44637177.0,0.3395,0.0905,0.0775,0.077,0.0825,0.1235,0.087,0.1225
4328,44645360.0,0.339,0.091,0.0775,0.077,0.0825,0.1235,0.087,0.1225
4329,44650198.0,0.339,0.0905,0.0775,0.077,0.083,0.1235,0.087,0.1225
4330,44656957.0,0.339,0.0895,0.0775,0.077,0.083,0.1245,0.087,0.1225
4331,44676245.0,0.339,0.0895,0.0775,0.077,0.083,0.1245,0.087,0.1225
4332,44682310.0,0.339,0.0895,0.0775,0.077,0.0835,0.124,0.087,0.1225
4333,44690661.0,0.339,0.0895,0.0775,0.077,0.0835,0.124,0.087,0.1225
4334,44708829.0,0.3345,0.0895,0.0775,0.077,0.0835,0.1285,0.087,0.1225
4335,44710222.0,0.3345,0.0895,0.0775,0.077,0.0835,0.1285,0.087,0.1225
4336,44717524.0,0.335,0.0895,0.0775,0.077,0.0835,0.1285,0.087,0.122
4337,44721789.0,0.335,0.0895,0.0775,0.077,0.083,0.1285,0.087,0.1225
4338,44723212.0,0.335,0.0895,0.0775,0.077,0.083,0.1285,0.087,0.1225
4339,44724183.0,0.338,0.0865,0.0775,0.077,0.083,0.1285,0.087,0.1225
4340,44727268.0,0.338,0.0865,0.0775,0.077,0.086,0.1285,0.087,0.1195
4341,44727463.0,0.338,0.0865,0.0775,0.077,0.086,0.1285,0.087,0.1195
4342,44734229.0,0.341,0.0865,0.0775,0.077,0.086,0.1255,0.087,0.1195
4343,44749019.0,0.341,0.0865,0.076,0.0785,0.086,0.1255,0.087,0.1195
4344,44752005.0,0.3415,0.0865,0.076,0.0785,0.086,0.1255,0.0865,0.1195
4345,44754239.0,0.3415,0.0865,0.074,0.0785,0.086,0.1255,0.0885,0.1195
4346,44757715.0,0.3415,0.0865,0.072,0.0785,0.088,0.1255,0.0885,0.1195
4347,44763296.0,0.3415,0.087,0.0715,0.0785,0.088,0.1255,0.0885,0.1195
4348,44763954.0,0.3415,0.087,0.0715,0.0785,0.088,0.129,0.0885,0.116
4349,44765541.0,0.341,0.087,0.0715,0.079,0.088,0.129,0.0885,0.116
4350,44772671.0,0.341,0.087,0.0715,0.078,0.089,0.129,0.0885,0.116
4351,44775502.0,0.3415,0.087,0.0715,0.078,0.089,0.1285,0.0885,0.116
4352,44781142.0,0.343,0.087,0.0715,0.078,0.089,0.1285,0.0885,0.1145
4353,44782115.0,0.343,0.087,0.0715,0.078,0.0795,0.138,0.0885,0.1145
4354,44788696.0,0.342,0.087,0.0725,0.078,0.0795,0.138,0.0885,0.1145
4355,44789241.0,0.342,0.087,0.0725,0.078,0.0795,0.1385,0.088,0.1145
4356,44798299.0,0.342,0.0865,0.0725,0.078,0.0795,0.1385,0.0885,0.1145
4357,44810274.0,0.3445,0.0865,0.07,0.078,0.0795,0.1385,0.0885,0.1145
4358,44815646.0,0.345,0.086,0.07,0.078,0.0795,0.1385,0.0885,0.1145
4359,44816560.0,0.345,0.086,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4360,44822895.0,0.346,0.085,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4361,44827873.0,0.346,0.085,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4362,44828417.0,0.346,0.085,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4363,44832881.0,0.346,0.085,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4364,44838518.0,0.3455,0.0855,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4365,44850149.0,0.346,0.085,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4366,44865129.0,0.346,0.085,0.07,0.078,0.0795,0.1405,0.0885,0.1125
4367,44865491.0,0.3475,0.085,0.07,0.078,0.0795,0.1405,0.087,0.1125
4368,44873009.0,0.3475,0.085,0.07,0.078,0.0795,0.1405,0.087,0.1125
4369,44882309.0,0.3475,0.085,0.07,0.0795,0.0795,0.1405,0.087,0.111
4370,44885971.0,0.3475,0.085,0.07,0.0795,0.0795,0.1405,0.087,0.111
4371,44891059.0,0.348,0.085,0.0695,0.0795,0.0795,0.1405,0.087,0.111
4372,44892374.0,0.348,0.085,0.0695,0.0795,0.0795,0.1405,0.087,0.111
4373,44908606.0,0.3605,0.085,0.0695,0.067,0.0795,0.1405,0.087,0.111
4374,44924283.0,0.36,0.085,0.0695,0.067,0.0795,0.141,0.087,0.111
4375,44931588.0,0.36,0.085,0.0695,0.067,0.0795,0.141,0.087,0.111
4376,44952795.0,0.3595,0.0855,0.0695,0.067,0.0795,0.141,0.087,0.111
4377,44965611.0,0.359,0.0855,0.0695,0.067,0.0795,0.141,0.087,0.1115
4378,44965638.0,0.359,0.0855,0.0695,0.067,0.0795,0.141,0.087,0.1115
4379,44979834.0,0.359,0.0855,0.0695,0.067,0.0795,0.141,0.087,0.1115
4380,44983088.0,0.359,0.0855,0.0695,0.067,0.0795,0.141,0.087,0.1115
4381,44984631.0,0.3595,0.0855,0.0695,0.067,0.0795,0.141,0.0865,0.1115
4382,45009600.0,0.36,0.0855,0.0695,0.067,0.0795,0.141,0.086,0.1115
4383,45036449.0,0.36,0.075,0.08,0.067,0.0795,0.141,0.086,0.1115
4384,45039254.0,0.3605,0.075,0.08,0.067,0.0795,0.1405,0.086,0.1115
4385,45051036.0,0.361,0.075,0.08,0.067,0.0795,0.1405,0.086,0.111
4386,45059183.0,0.3615,0.075,0.08,0.067,0.0795,0.14,0.086,0.111
4387,45063679.0,0.3615,0.075,0.08,0.067,0.0795,0.14,0.086,0.111
4388,45065039.0,0.3615,0.075,0.08,0.067,0.0795,0.14,0.086,0.111
4389,45069040.0,0.361,0.0755,0.08,0.067,0.0795,0.14,0.086,0.111
4390,45105849.0,0.361,0.0755,0.08,0.067,0.0795,0.14,0.086,0.111
4391,45113319.0,0.361,0.0755,0.08,0.067,0.0795,0.14,0.086,0.111
4392,45115495.0,0.361,0.0755,0.08,0.067,0.0795,0.14,0.086,0.111
4393,45116149.0,0.361,0.0755,0.08,0.0685,0.0795,0.14,0.086,0.1095
4394,45126521.0,0.36,0.0755,0.08,0.0685,0.0805,0.14,0.086,0.1095
4395,45143784.0,0.36,0.0755,0.08,0.0685,0.0805,0.1405,0.086,0.109
4396,45153882.0,0.36,0.0755,0.08,0.0685,0.0805,0.1405,0.0865,0.1085
4397,45223353.0,0.36,0.0755,0.0795,0.0685,0.0805,0.141,0.0865,0.1085
4398,45225607.0,0.36,0.0755,0.0795,0.0685,0.0805,0.141,0.0865,0.1085
4399,45231346.0,0.36,0.075,0.08,0.0685,0.0805,0.141,0.0865,0.1085
4400,45232801.0,0.3605,0.075,0.08,0.0685,0.08,0.141,0.0865,0.1085
4401,45244574.0,0.359,0.075,0.08,0.0685,0.08,0.141,0.0865,0.11
4402,45274494.0,0.358,0.075,0.08,0.0685,0.08,0.142,0.0865,0.11
4403,45278359.0,0.358,0.075,0.0795,0.0685,0.08,0.142,0.087,0.11
4404,45279587.0,0.358,0.075,0.0795,0.0685,0.08,0.14,0.089,0.11
4405,45284543.0,0.358,0.075,0.0795,0.0685,0.08,0.138,0.089,0.112
4406,45294469.0,0.358,0.075,0.0795,0.067,0.08,0.1395,0.089,0.112
4407,45299955.0,0.358,0.075,0.0795,0.067,0.08,0.1395,0.089,0.112
4408,45303446.0,0.358,0.075,0.0805,0.067,0.08,0.1395,0.088,0.112
4409,45323113.0,0.358,0.075,0.08,0.067,0.08,0.14,0.088,0.112
4410,45330238.0,0.358,0.075,0.08,0.067,0.08,0.1315,0.0965,0.112
4411,45381078.0,0.3575,0.075,0.0805,0.067,0.08,0.1315,0.0965,0.112
4412,45381376.0,0.3595,0.075,0.0805,0.065,0.08,0.1315,0.0965,0.112
4413,45388699.0,0.362,0.0725,0.0805,0.065,0.08,0.1315,0.0965,0.112
4414,45389136.0,0.3625,0.0725,0.0805,0.065,0.08,0.1315,0.096,0.112
4415,45422834.0,0.3625,0.0725,0.0805,0.065,0.08,0.133,0.096,0.1105
4416,45425782.0,0.362,0.0725,0.0805,0.065,0.08,0.1335,0.096,0.1105
4417,45427858.0,0.3615,0.073,0.0805,0.065,0.08,0.1335,0.096,0.1105
4418,45429732.0,0.36,0.073,0.0805,0.065,0.08,0.1335,0.096,0.112
4419,45452766.0,0.36,0.073,0.0805,0.0655,0.08,0.1335,0.096,0.1115
4420,45464957.0,0.36,0.073,0.0805,0.066,0.08,0.133,0.096,0.1115
4421,45465104.0,0.36,0.073,0.082,0.066,0.08,0.1315,0.096,0.1115
4422,45474280.0,0.36,0.072,0.083,0.066,0.08,0.1315,0.096,0.1115
4423,45480668.0,0.36,0.072,0.0835,0.066,0.0795,0.1315,0.096,0.1115
4424,45493537.0,0.36,0.072,0.0835,0.0655,0.0795,0.1315,0.096,0.112
4425,45495873.0,0.36,0.0725,0.0835,0.0655,0.079,0.1315,0.096,0.112
4426,45502366.0,0.3595,0.0725,0.0835,0.0655,0.079,0.1315,0.096,0.1125
4427,45504640.0,0.3595,0.0725,0.083,0.0655,0.079,0.1315,0.096,0.113
4428,45505085.0,0.359,0.0725,0.083,0.0655,0.079,0.132,0.096,0.113
4429,45510883.0,0.359,0.0725,0.083,0.0655,0.0795,0.132,0.096,0.1125
4430,45537601.0,0.359,0.0725,0.083,0.0655,0.0795,0.132,0.096,0.1125
4431,45539426.0,0.359,0.0725,0.083,0.0655,0.0795,0.132,0.096,0.1125
4432,45560095.0,0.359,0.0725,0.083,0.065,0.0795,0.1325,0.096,0.1125
4433,45584112.0,0.359,0.07,0.083,0.0675,0.0795,0.1325,0.096,0.1125
4434,45588265.0,0.3595,0.07,0.083,0.0675,0.0795,0.132,0.096,0.1125
4435,45601659.0,0.3605,0.07,0.083,0.0675,0.0795,0.131,0.096,0.1125
4436,45605981.0,0.3605,0.07,0.083,0.0675,0.0795,0.131,0.096,0.1125
4437,45615397.0,0.3605,0.0705,0.0825,0.0675,0.0795,0.131,0.096,0.1125
4438,45623064.0,0.3605,0.0705,0.0825,0.0675,0.0795,0.131,0.096,0.1125
4439,45623564.0,0.3605,0.071,0.0825,0.0675,0.0795,0.131,0.0955,0.1125
4440,45635874.0,0.3605,0.071,0.0825,0.0675,0.081,0.131,0.0955,0.111
4441,45652276.0,0.37,0.071,0.0825,0.0675,0.081,0.1215,0.0955,0.111
4442,45653011.0,0.37,0.0705,0.083,0.0675,0.081,0.1215,0.0955,0.111
4443,45665122.0,0.37,0.0705,0.083,0.068,0.081,0.1215,0.095,0.111
4444,45680581.0,0.37,0.071,0.083,0.068,0.0805,0.1215,0.095,0.111
4445,45701114.0,0.3745,0.071,0.083,0.0635,0.0805,0.1215,0.095,0.111
4446,45718247.0,0.3745,0.071,0.083,0.0635,0.0805,0.1215,0.095,0.111
4447,45735733.0,0.377,0.071,0.083,0.0635,0.0805,0.1215,0.095,0.1085
4448,45761395.0,0.377,0.071,0.083,0.0635,0.0805,0.1215,0.095,0.1085
4449,45764578.0,0.374,0.071,0.083,0.0635,0.0805,0.1215,0.098,0.1085
4450,45771639.0,0.374,0.0715,0.083,0.0635,0.0805,0.121,0.098,0.1085
4451,45771642.0,0.374,0.0715,0.083,0.0635,0.0805,0.12,0.098,0.1095
4452,45785897.0,0.3745,0.071,0.083,0.0635,0.0805,0.12,0.098,0.1095
4453,45795795.0,0.373,0.0725,0.083,0.0635,0.0805,0.12,0.098,0.1095
4454,45806729.0,0.3725,0.0725,0.083,0.0635,0.0805,0.12,0.0985,0.1095
4455,45810961.0,0.3725,0.0725,0.083,0.0635,0.0805,0.12,0.099,0.109
4456,45812547.0,0.3725,0.0725,0.085,0.0615,0.0805,0.12,0.099,0.109
4457,45822765.0,0.3735,0.0715,0.085,0.0615,0.0805,0.12,0.099,0.109
4458,45856661.0,0.3735,0.0715,0.085,0.0615,0.0805,0.12,0.099,0.109
4459,45856739.0,0.3735,0.0715,0.085,0.061,0.0805,0.12,0.099,0.1095
4460,45870781.0,0.3735,0.0715,0.086,0.061,0.0795,0.12,0.099,0.1095
4461,45872478.0,0.373,0.0715,0.086,0.0615,0.0795,0.12,0.099,0.1095
4462,45918305.0,0.373,0.0715,0.086,0.0615,0.0795,0.12,0.099,0.1095
4463,45945130.0,0.373,0.0715,0.086,0.0615,0.0795,0.12,0.099,0.1095
4464,45961203.0,0.364,0.0805,0.086,0.0615,0.0795,0.12,0.099,0.1095
4465,45970366.0,0.3645,0.0805,0.086,0.061,0.0795,0.12,0.099,0.1095
4466,45987872.0,0.3645,0.0805,0.086,0.061,0.0795,0.12,0.099,0.1095
4467,46005851.0,0.364,0.0805,0.086,0.061,0.0795,0.1205,0.099,0.1095
4468,46032733.0,0.364,0.0805,0.086,0.061,0.0795,0.1205,0.099,0.1095
4469,46033795.0,0.364,0.08,0.086,0.061,0.0795,0.1205,0.099,0.11
4470,46042272.0,0.364,0.08,0.086,0.061,0.0795,0.1205,0.099,0.11
4471,46058328.0,0.364,0.08,0.086,0.0615,0.0795,0.1205,0.0985,0.11
4472,46062335.0,0.364,0.08,0.095,0.0615,0.0795,0.1205,0.0985,0.101
4473,46063384.0,0.372,0.08,0.087,0.0615,0.0795,0.1205,0.0985,0.101
4474,46066776.0,0.372,0.08,0.087,0.0615,0.08,0.1205,0.0985,0.1005
4475,46070619.0,0.372,0.079,0.087,0.0615,0.08,0.1205,0.0995,0.1005
4476,46114796.0,0.376,0.079,0.087,0.0615,0.08,0.1165,0.0995,0.1005
4477,46118118.0,0.381,0.079,0.087,0.0615,0.08,0.1115,0.0995,0.1005
4478,46128719.0,0.381,0.079,0.087,0.0615,0.08,0.1115,0.0995,0.1005
4479,46129034.0,0.379,0.079,0.087,0.0615,0.08,0.1115,0.0995,0.1025
4480,46153582.0,0.379,0.079,0.087,0.0615,0.077,0.1115,0.0995,0.1055
4481,46157582.0,0.3795,0.079,0.087,0.0615,0.077,0.111,0.0995,0.1055
4482,46169540.0,0.38,0.079,0.087,0.0615,0.077,0.1105,0.0995,0.1055
4483,46172081.0,0.38,0.079,0.087,0.0615,0.077,0.109,0.0995,0.107
4484,46219330.0,0.381,0.079,0.087,0.0615,0.076,0.109,0.0995,0.107
4485,46230432.0,0.381,0.079,0.087,0.0605,0.076,0.109,0.0995,0.108
4486,46236946.0,0.3795,0.079,0.087,0.0605,0.076,0.109,0.0995,0.1095
4487,46237557.0,0.3795,0.079,0.087,0.0605,0.076,0.109,0.0995,0.1095
4488,46258759.0,0.379,0.079,0.087,0.061,0.076,0.109,0.0995,0.1095
4489,46262265.0,0.38,0.079,0.087,0.061,0.076,0.109,0.0995,0.1085
4490,46267868.0,0.38,0.079,0.0865,0.0615,0.076,0.109,0.0995,0.1085
4491,46280040.0,0.38,0.079,0.0865,0.0615,0.076,0.109,0.0995,0.1085
4492,46282279.0,0.38,0.079,0.0865,0.0615,0.076,0.109,0.0995,0.1085
4493,46290477.0,0.38,0.079,0.0865,0.0595,0.076,0.109,0.0995,0.1105
4494,46294044.0,0.3815,0.079,0.0865,0.0595,0.076,0.109,0.0995,0.109
4495,46297650.0,0.3795,0.079,0.0865,0.0595,0.078,0.109,0.0995,0.109
4496,46298553.0,0.379,0.0795,0.0865,0.0595,0.078,0.109,0.0995,0.109
4497,46300622.0,0.379,0.0795,0.0865,0.0595,0.078,0.109,0.0995,0.109
4498,46321464.0,0.379,0.0795,0.0865,0.0595,0.078,0.109,0.0995,0.109
4499,46326084.0,0.3755,0.0795,0.0865,0.0595,0.0815,0.109,0.0995,0.109
4500,46326857.0,0.3755,0.0795,0.087,0.059,0.0815,0.109,0.0995,0.109
4501,46340315.0,0.3755,0.0795,0.087,0.059,0.0815,0.109,0.0995,0.109
4502,46344183.0,0.3755,0.0795,0.087,0.059,0.0815,0.1065,0.0995,0.1115
4503,46352228.0,0.3755,0.0725,0.087,0.059,0.0815,0.1135,0.0995,0.1115
4504,46353384.0,0.3755,0.0745,0.087,0.059,0.0795,0.1135,0.0995,0.1115
4505,46366576.0,0.375,0.0745,0.0875,0.059,0.0795,0.1135,0.0995,0.1115
4506,46392009.0,0.375,0.0745,0.084,0.059,0.0795,0.1135,0.0995,0.115
4507,46401500.0,0.375,0.08,0.084,0.059,0.0795,0.1135,0.094,0.115
4508,46446315.0,0.375,0.08,0.084,0.059,0.079,0.1135,0.0945,0.115
4509,46451642.0,0.375,0.08,0.08,0.059,0.079,0.1135,0.0985,0.115
4510,46454370.0,0.3735,0.0815,0.08,0.059,0.079,0.1135,0.0985,0.115
4511,46458327.0,0.374,0.081,0.08,0.059,0.079,0.1135,0.0985,0.115
4512,46464750.0,0.3735,0.081,0.08,0.059,0.079,0.1135,0.0985,0.1155
4513,46466773.0,0.375,0.0795,0.08,0.059,0.079,0.1135,0.0985,0.1155
4514,46489776.0,0.375,0.0795,0.08,0.059,0.079,0.1135,0.0985,0.1155
4515,46493888.0,0.375,0.08,0.0795,0.059,0.079,0.1135,0.0985,0.1155
4516,46501847.0,0.375,0.08,0.0795,0.059,0.079,0.1135,0.0985,0.1155
4517,46508464.0,0.375,0.0795,0.0795,0.059,0.079,0.114,0.0985,0.1155
4518,46511632.0,0.371,0.0795,0.0795,0.063,0.079,0.114,0.0985,0.1155
4519,46515910.0,0.371,0.08,0.0795,0.063,0.079,0.114,0.098,0.1155
4520,46525324.0,0.371,0.082,0.0795,0.063,0.079,0.114,0.098,0.1135
4521,46542444.0,0.3725,0.082,0.0795,0.063,0.079,0.114,0.0965,0.1135
4522,46545040.0,0.3725,0.0825,0.0795,0.063,0.079,0.114,0.096,0.1135
4523,46546675.0,0.3725,0.083,0.0795,0.0625,0.079,0.114,0.096,0.1135
4524,46549281.0,0.3725,0.083,0.0795,0.0625,0.079,0.114,0.096,0.1135
4525,46553700.0,0.3725,0.083,0.0795,0.0625,0.083,0.114,0.092,0.1135
4526,46559936.0,0.372,0.083,0.0795,0.0625,0.083,0.114,0.092,0.114
4527,46562387.0,0.372,0.083,0.0795,0.0625,0.0815,0.114,0.0935,0.114
4528,46602654.0,0.3725,0.083,0.0795,0.0625,0.0815,0.114,0.093,0.114
4529,46607963.0,0.3725,0.083,0.0795,0.0625,0.0805,0.114,0.094,0.114
4530,46608738.0,0.3755,0.083,0.0795,0.0625,0.0775,0.114,0.094,0.114
4531,46609196.0,0.3715,0.083,0.0795,0.0625,0.0815,0.114,0.094,0.114
4532,46611988.0,0.37,0.083,0.0795,0.0625,0.0815,0.114,0.0955,0.114
4533,46622815.0,0.3705,0.083,0.0795,0.0625,0.0815,0.114,0.0955,0.1135
4534,46629653.0,0.37,0.083,0.0795,0.0625,0.0815,0.114,0.0955,0.114
4535,46642741.0,0.369,0.083,0.0795,0.0625,0.0815,0.114,0.0965,0.114
4536,46645456.0,0.3695,0.083,0.0795,0.0625,0.0815,0.1135,0.0965,0.114
4537,46646294.0,0.37,0.083,0.0795,0.0625,0.0815,0.1135,0.0965,0.1135
4538,46660952.0,0.3715,0.083,0.078,0.0625,0.0815,0.1135,0.0965,0.1135
4539,46661865.0,0.3655,0.083,0.078,0.0625,0.0815,0.1135,0.1025,0.1135
4540,46670252.0,0.3655,0.083,0.078,0.0495,0.0945,0.1135,0.1025,0.1135
4541,46674034.0,0.3655,0.083,0.078,0.0495,0.095,0.113,0.1025,0.1135
4542,46674604.0,0.365,0.083,0.078,0.0495,0.095,0.113,0.1025,0.114
4543,46674949.0,0.3645,0.083,0.078,0.0495,0.095,0.113,0.103,0.114
4544,46675865.0,0.3645,0.083,0.078,0.0495,0.095,0.113,0.103,0.114
4545,46679234.0,0.365,0.083,0.078,0.0495,0.095,0.113,0.1025,0.114
4546,46696873.0,0.363,0.085,0.078,0.0495,0.095,0.113,0.1025,0.114
4547,46713113.0,0.363,0.085,0.078,0.0495,0.095,0.1155,0.1025,0.1115
4548,46714923.0,0.3635,0.085,0.078,0.049,0.095,0.1155,0.1025,0.1115
4549,46734274.0,0.3635,0.085,0.078,0.049,0.095,0.1155,0.1025,0.1115
4550,46745938.0,0.361,0.085,0.078,0.0515,0.095,0.1155,0.1025,0.1115
4551,46750541.0,0.361,0.085,0.078,0.0515,0.095,0.1155,0.103,0.111
4552,46777070.0,0.361,0.085,0.0805,0.0515,0.095,0.1155,0.103,0.1085
4553,46795554.0,0.361,0.085,0.0805,0.049,0.0975,0.1155,0.103,0.1085
4554,46795982.0,0.361,0.085,0.0805,0.049,0.0975,0.1155,0.103,0.1085
4555,46804437.0,0.361,0.085,0.08,0.049,0.0975,0.1155,0.1035,0.1085
4556,46805749.0,0.361,0.084,0.08,0.049,0.0975,0.1165,0.1035,0.1085
4557,46813579.0,0.3605,0.084,0.08,0.0495,0.0975,0.1165,0.1035,0.1085
4558,46813679.0,0.3605,0.0835,0.08,0.0495,0.098,0.1165,0.1035,0.1085
4559,46826264.0,0.3605,0.0835,0.08,0.0495,0.098,0.1165,0.1035,0.1085
4560,46836763.0,0.3605,0.0835,0.08,0.0495,0.098,0.1165,0.1035,0.1085
4561,46845546.0,0.3625,0.0815,0.08,0.0495,0.098,0.1165,0.1035,0.1085
4562,46862286.0,0.3615,0.0815,0.08,0.0495,0.098,0.1165,0.1045,0.1085
4563,46866395.0,0.3615,0.0815,0.08,0.0495,0.098,0.1165,0.1045,0.1085
4564,46871018.0,0.36,0.0815,0.08,0.0495,0.098,0.118,0.1045,0.1085
4565,46878974.0,0.362,0.0815,0.08,0.0495,0.096,0.118,0.1045,0.1085
4566,46904540.0,0.3615,0.0815,0.08,0.0495,0.096,0.118,0.1045,0.109
4567,46924902.0,0.3475,0.0815,0.08,0.0495,0.096,0.132,0.1045,0.109
4568,46936647.0,0.348,0.0815,0.08,0.049,0.096,0.132,0.1045,0.109
4569,46937440.0,0.348,0.0815,0.08,0.049,0.0955,0.1325,0.1045,0.109
4570,46949506.0,0.3485,0.0815,0.08,0.049,0.0955,0.1325,0.1045,0.1085
4571,46950815.0,0.3485,0.0815,0.08,0.049,0.0955,0.132,0.105,0.1085
4572,46965769.0,0.3485,0.0815,0.08,0.05,0.0955,0.132,0.104,0.1085
4573,46976882.0,0.348,0.0815,0.08,0.0505,0.0955,0.132,0.104,0.1085
4574,46980569.0,0.348,0.0815,0.08,0.0505,0.0955,0.132,0.104,0.1085
4575,46992173.0,0.346,0.0815,0.08,0.0505,0.0955,0.134,0.104,0.1085
4576,47006381.0,0.346,0.0815,0.08,0.0505,0.0955,0.134,0.104,0.1085
4577,47013488.0,0.3455,0.0815,0.08,0.0505,0.0955,0.1345,0.104,0.1085
4578,47018092.0,0.3455,0.081,0.08,0.0505,0.096,0.1345,0.104,0.1085
4579,47025101.0,0.3455,0.081,0.08,0.0505,0.096,0.1345,0.104,0.1085
4580,47042605.0,0.342,0.0845,0.08,0.0505,0.096,0.1345,0.104,0.1085
4581,47062119.0,0.342,0.0845,0.08,0.0505,0.0955,0.1345,0.104,0.109
4582,47081952.0,0.3435,0.0845,0.08,0.0505,0.0955,0.1345,0.104,0.1075
4583,47105914.0,0.3435,0.0845,0.08,0.0495,0.0955,0.1355,0.104,0.1075
4584,47106656.0,0.3435,0.0845,0.08,0.0495,0.0955,0.1355,0.104,0.1075
4585,47110092.0,0.3435,0.0845,0.08,0.0495,0.0955,0.1305,0.109,0.1075
4586,47114245.0,0.343,0.0845,0.0805,0.0495,0.0955,0.1305,0.109,0.1075
4587,47145137.0,0.3465,0.081,0.0805,0.0495,0.0955,0.1305,0.109,0.1075
4588,47145981.0,0.3565,0.081,0.0805,0.0495,0.0855,0.1305,0.109,0.1075
4589,47157108.0,0.3565,0.081,0.0805,0.0495,0.0855,0.1305,0.1085,0.108
4590,47176324.0,0.3565,0.081,0.0805,0.0495,0.0855,0.1305,0.1085,0.108
4591,47178024.0,0.3575,0.081,0.0795,0.0495,0.0855,0.1305,0.1085,0.108
4592,47179916.0,0.3575,0.08,0.0805,0.0495,0.0855,0.1305,0.1085,0.108
